title	ingredients	recipe
키토 블루베리 아이스크림	"['크림치즈', '요거트', '바닐라 익스트랙 (바닐라빈, 바닐라 오일로 대체 가능)', '레몬즙', '생크림', '에리스리톨 (알룰로스 가루, 라칸토로 대체 가능)', '냉동 블루베리', '에리스리톨 (알룰로스 가루, 라칸토로 대체 가능)', '레몬즙']"	"냄비에 콩포트 재료를 넣고 약불에서 저어가며 끓인 후 식혀주세요.볼에 크림치즈와 요거트, 바닐라 익스트랙, 레몬즙을 넣고 핸드믹서로 섞어주세요.다른 볼에 생크림과 에리스리톨을 넣고 휘핑해 주세요.재료를 한 곳에 담아 주걱으로 가볍게 섞은 후 반은 다른 볼에 덜어주세요.덜어낸 혼합물에 식힌 블루베리 콩포트를 넣고 섞어주세요.용기에 블루베리 혼합물과 크림치즈 혼합물을 번갈아가며 담은 후 냉동실에서 5시간 이상 얼려 맛있게 즐겨주세요."
비건 초코 마들렌	"['통밀가루', '현미가루', '카카오가루', '베이킹파우더', '초코칩', '두유', '포도씨 오일', '식초', '황설탕', '토핑용 견과류 (피스타치오, 아몬드, 캐슈넛, 피칸)']"	"두유와 포도씨 오일을 섞은 후 식초와 황설탕을 넣고 설탕이 녹을 때까지 섞어주세요.통밀가루, 현미가루, 카카오가루, 베이킹파우더를 체에 내려 넣고 섞어주세요. 초코칩을 넣어 섞어주세요.틀에 기름을 소량 바른 후 반죽을 90% 정도 붓고 토핑용 견과류를 올려주세요.190도 예열한 오븐에서 5분, 160도에서 8분간 구워주세요.식힘망에 올려 식혀주세요."
쇠고기 미역국	"['자른 쇠고기 양지(또는 등심)', '자른 미역', '참기름 (또는 들기름)', '국간장', '다진 마늘', '물 (또는 쌀뜨물)', '멸치 액젓 (또는 참치액젓)']"	"불린 미역은 물에 깨끗하게 헹군 후 체에 밭쳐 물기를 빼주세요.
(tip. 미역은 미지근한 물이나 뜨거운 물에 불리게 되면 비린내가 올라오게 되니 찬물에 20분 정도 불려주세요)
(tip. 자르지 않은 미역은 불린 후 먹기 좋은 크기로 잘라주세요)달군 팬에 쇠고기를 넣어 볶다가 참기름을 넣고 쇠고기 겉면의 핏기가 없을 때까지 약불에서 볶아주세요. 다진 마늘을 넣어 볶다가 국간장과 미역을 넣고 3~4분 정도 볶아주세요.
(tip. 국간장을 볶을 때 넣으면 쇠고기와 미역에 간이 잘 되면서 기름진 맛을 잡아준답니다)물을 넣고 20~30분 정도 충분히 끓여주세요.
(tip. 20~30분 정도 충분히 끓이면 쇠고기도 더욱 부드럽고 국물의 맛도 진해져요)부족한 간은 국간장과 액젓으로 맞춰주세요.맛있게 즐겨주세요."
비건 리코타 치즈	"['무첨가 두유', '레몬즙', '소금 (생략 가능)']"	"냄비에 두유를 붓고 중불에 올려 눌어붙지 않게 주걱으로 저어주며 데워주세요. 
(tip. 60도가 되면 불을 꺼주세요)레몬즙을 넣고 섞은 후 15분간 그대로 두세요.
 (tip. 순두부처럼 굳으면 잘 된 것이에요)볼 위에 체를 올리고 거즈를 깐 후 굳은 내용물을 천천히 부어주세요.치즈가 굳을 때까지 30시간 정도 유지해 주세요.분리된 유장(액체)을 걸러내고 치즈를 그릇에 옮겨 냉장 보관해 주세요."
키토 머랭 쿠키	"['달걀흰자', '에리스리톨 (알룰로스 가루, 라칸토로 대체 가능)', '바닐라 익스트랙 (바닐라 오일, 바닐라빈으로 대체 가능)']"	"물기 없는 볼에 달걀흰자와 에리스리톨을 넣고 40도의 중탕 냄비 위에 올려주세요.흰자가 걸쭉해질 때까지 고속으로 2분간 휘핑한 후 바닐라 익스트랙을 넣어 주세요.중탕한 볼을 내린 후 흰자가 단단해질 때까지 2분간 휘핑해 주세요.머랭이 쫀득한 농도가 되면 깍지를 끼운 짤주머니에 넣어주세요.오븐 팬에 유산지를 깔고 머랭을 일정한 크기로 짜주세요.100도로 예열된 오븐에 40~50분간 구워주세요. 
(tip. 머랭은 수분을 잘 흡수해 눅눅해지기 쉬우니 공기가 들어가지 않도록 밀폐 용기에 담은 후 실온에 보관해 주세요)"
당근전	"['당근', '전분', '소금', '식용유']"	"깨끗이 씻은 당근은 채칼로 채를 썰어주세요. 
(tip. 당근은 최대한 길게 채 썰어주어야 예쁜 모양으로 완성된답니다)볼에 당근을 담아 소금을 넣고 잘 섞어준 후 전분가루를 넣어 골고루 섞어주세요.달군 팬에 식용유를 두르고 당근을 올려 둥글게 모양을 만들어 주세요. 한쪽 면이 잘 익으면 뒤집어 다른 면도 익혀 주세요.노릇하게 익은 당근전을 그릇에 담아 맛있게 즐겨주세요."
비건 마카롱	"['병아리콩 병/캔 콩물', '황설탕', '아몬드 가루', '슈가파우더', '주석산 (생략 가능)', '아몬드 밀크', '다크 초콜렛']"	"병아리콩 병/캔에서 병아리콩을 건져낸 콩물 180g을 냄비에 끓여서 100g으로 맞춰주세요.
(tip. 병아리콩, 렌틸콩 등을 삶고 난 콩물을 아쿠아파바라고하며, 달걀흰자의 역할을 대신해요)
(tip.냉장고에서 차갑게 식힌 후 사용해 주세요)볼에 콩물과 주석산을 넣고 핸드믹서로 섞다가 거품이 올라오면 황설탕 ⅓을 넣고 5분간 고속 휘핑해 머랭을 만들어주세요.남은 황설탕은 두 차례에 나눠서 5분간 고속 휘핑해 머랭을 만들어주세요.
(tip. 뾰족한 뿔이 생길 때까지 계속 휘핑해 주세요)아몬드 가루와 슈가파우더는 함께 체 쳐서 준비해 주세요.완성된 머랭에 아몬드가루와 슈가파우더를 넣고 덩어리가 없이 부드러울 때까지 섞고 원형 깍지를 끼운 짤 주머니에 담아주세요.반죽을 팬에 짜고 30분간 실온에서 말려주세요.
(tip. 손에 묻어 나오지 않을 때까지 건조해 주세요)120도로 예열한 오븐에서 30분간 구운 후 오븐 안에서 15분간 그대로 둬주세요.
(tip. 오븐의 성능에 따라 굽는 시간에 차이가 있을 수 있어요)식힘망에서 완전히 식혀주세요.아몬드 밀크를 따뜻하게 끓여주세요. (70-80도)다크 초콜릿에 끓인 아몬드 밀크를 붓고 주걱으로 섞어 매끈하게 유화시켜주세요.
(tip. 유화된 다크 초콜릿을 핸드믹서로 갈아주면 더욱 쫀쫀한 크림을 만들 수 있어요)크림을 냉장고에 넣고 5~10분 정도 식힌 후 27도의 온도가 되면 짤 주머니에 넣어주세요.마카롱 꼬끄의 크기대로 짝을 맞춘 후 필링을 일정한 양으로 짜주세요. 필링 위에 꼬끄를 덮어 마카롱을 완성해 주세요."
키토 카스테라	"['달걀', '아몬드 가루', '에리스리톨 (알룰로스 가루, 라칸토로 대체 가능),', '생크림', '무염 버터', '베이킹파우더', '바닐라 익스트랙 (바닐라 오일, 바닐라빈으로 대체 가능)']"	"달걀노른자와 흰자를 분리해 각각 담아주세요.달걀흰자를 핸드믹서로 휘핑해 거품을 내주세요. 에리스리톨을 3번에 나눠 넣어가며 거품이 풍성해질 때까지 고속으로 휘핑해 주세요.휘핑한 흰자에 노른자를 넣고 저속으로 1분간 휘핑해 주세요.아몬드 가루와 베이킹파우더를 넣고 주걱으로 가볍게 섞어주세요.버터와 생크림, 바닐라 익스트랙을 섞은 후 기존 반죽을 조금 덜어 섞은 후 합쳐주세요.

(tip. 버터와 생크림은 따뜻하게 중탕한 것을 사용해주세요)유산지를 깐 오븐 틀에 반죽을 붓고 바닥에 1~2회 내리쳐 기포를 정리해주세요.170도로 예열한 오븐에서 25~28분간 구워주세요. 

(tip. 굽는 시간은 오븐의 성능에 따라 다를 수 있어요)구워진 카스테라는 식힘망 위에서 식혀주세요."
에어프라이어 간장 두부 구이	"['두부', '깻잎', '쪽파', '홍고추', '소금', '후춧가루', '통깨', '간장', '식초', '설탕', '참기름', '후춧가루']"	"깻잎은 얇게 채 썰어 주세요. 쪽파와 홍고추는 송송 썰어 준비해 주세요.두부는 면포로 물기를 제거한 후 격자무늬로 칼집을 넣고 소금, 후춧가루를 뿌려주세요.
(tip. 두부의 물기를 최대한 제거하는 것이 중요해요. 체에 밭쳐 충분히 물기를 제거한 후 면포로 꾹 눌러주세요. 두부는 익으면서 점점 벌어지기 때문에 반 정도의 깊이로 칼집을 넣어주세요)볼에 양념 재료를 잘 섞어주세요.종이호일 위에 두부를 올리고 양념 재료를 두부 위에 얹어주세요. 에어프라이어에서 200도로 20분간 구워주세요.
(tip. 에어프라이어 마다 성능에 차이가 있을 수 있으니 시간을 잘 체크해 주세요)접시에 구워진 두부를 담고 홍고추, 쪽파, 깻잎, 통깨를 뿌려 맛있게 즐겨주세요."
에어프라이어 고추장 두부 구이	"['두부', '소금', '쪽파', '통깨', '고추장', '간장', '설탕', '식용유', '후춧가루', '참기름']"	"두부는 면포로 물기를 제거한 후 격자무늬로 칼집을 넣고 소금, 후춧가루를 뿌려주세요.
(tip. 두부의 물기를 최대한 제거하는 것이 중요해요. 체에 밭쳐 충분히 물기를 제거한 후 면포로 꾹 눌러주세요. 두부는 익으면서 점점 벌어지기 때문에 반 정도의 깊이로 칼집을 넣어주세요)쪽파를 송송 썰어 주세요. 볼에 양념 재료를 잘 섞어주세요.종이호일 위에 두부를 올리고 양념 재료를 얹어주세요. 에어프라이어에서 200도로 20분간 구워주세요.
(tip. 에어프라이어마다 성능에 차이가 있을 수 있으니 시간을 잘 체크해 주세요)접시에 구워진 두부를 담고 쪽파와 통깨를 뿌려 맛있게 즐겨주세요."
에어프라이어 두부 버섯 샐러드	"['두부', '느타리 버섯', '만가닥 버섯', '어린잎 채소', '양파', '올리브오일', '소금', '후춧가루', '샐러드 채소', '간장', '다진마늘', '올리브오일', '식초', '설탕', '참기름']"	"양파는 채 썰고, 느타리 버섯과 만가닥 버섯은 밑동을 자르고 먹기 좋게 찢어주세요. 채소는 흐르는 물에 씻은 후 물기를 제거해 주세요.두부는 키친타월로 물기를 제거한 후 격자무늬로 칼집을 넣고 소금을 뿌려주세요.
(tip. 두부의 물기를 최대한 제거하는 것이 중요해요. 체에 밭쳐 충분히 물기를 제거한 후 면포로 꾹 눌러주세요. 두부는 익으면서 점점 벌어지기 때문에 반 정도의 깊이로 칼집을 넣어주세요)볼에 드레싱 재료를 잘 섞어 주세요.종이호일 위에 두부와 버섯, 양파를 올려 소금, 후춧가루, 올리브오일을 뿌려주세요. 에어프라이어에서 200도로 10분간 굽다가 채소를 먼저 꺼내 따로 식히고 두부는 200도에서 10분간 더 구워주세요.
(tip. 에어프라이어마다 성능에 차이가 있을 수 있으니 시간을 잘 체크해 주세요)접시에 잎채소를 담고, 구워진 두부와 버섯을 담아 드레싱 소스를 뿌려 맛있게 즐겨주세요."
버섯 취나물 솥밥	"['현미', '렌틸콩', '표고버섯', '미니 당근', '취나물', '간장', '참기름', '물', '강황가루', '들기름', '간장', '간장', '쪽파', '맛술', '올리고당', '고춧가루', '다진마늘', '참기름', '통깨']"	"쌀은 깨끗이 씻어 30분 정도 불린 후 체에 밭쳐 물기를 빼주세요.생취나물은 질긴 잎과 굵은 줄기 부분을 자르고 깨끗이 씻어주세요. 손질한 생취나물을 끓는 물에 살짝 데치고 건져 물기를 짜주세요. 먹기 좋은 크기로 썰어주세요 취나물 밑간 재료를 넣어 조물조물 무쳐주세요.표고버섯은 밑동 부분을 자르고 먹기 좋게 썰어 주세요. 미니당근은 먹기 좋게 송송 썰어주세요.솥에 참기름을 두르고 불린 쌀을 넣어 볶아주세요. 쌀이 약간 투명해지면 강황가루와 간장을 넣어 볶다가 물을 붓고 뚜껑을 닫아 센 불에서 끓여주세요.밥 물이 끓기 시작하면 골고루 잘 섞어 준 후, 불을 중약 불로 줄여 15분간 익혀주세요.밥이 다 지어지면 불을 끄고 밑간 한 취나물과 표고버섯을 얹어 15분간 뜸을 들여 주세요. 완성된 솥밥을 주걱으로 잘 섞고 양념간장을 곁들여 맛있게 즐겨주세요."
비건 요거트	"['두유', '비건 그릭요거트 스타터 (또는 비건 유산균 파우더)']"	"실온의 두유에 유산균 스타터를 넣고 녹여주세요. 
(tip. 이미 발효한 비건 요거트가 있다면 두유의 10-15%를 넣고 섞어주세요)뚜껑을 닫고 25-35도에서 8~12시간 정도 발효해 주세요.
(tip. 푸딩처럼 찰랑거리면 발효가 잘 된 거예요)
(tip. 실내 온도 및 환경에 따라 다를 수 있어요)냉장고에서 24시간 굳혀주세요.볼에 요거트를 담고 과일, 그래놀라를 곁들여 맛있게 즐겨주세요."
키토 치즈 스콘	"['녹인 무염 버터', '우유', '달걀', '잘게 썬 체다치즈', '아몬드 가루', '오트 파이버 가루 (귀리 식이섬유)', '파마산 치즈 가루', '에리스리톨 (알룰로스 가루, 라칸토로 대체 가능)', '베이킹파우더']"	"가루 재료에 녹인 버터를 넣고 주걱으로 섞어주세요달걀과 우유를 섞은 후 조금씩 부어가며 섞어주세요. 
(tip. 달걀물은 15% 정도 남겨주세요)잘게 썬 체다치즈를 넣고 섞어 한 덩이로 뭉쳐주세요.반죽을 종이 포일에 감싸 냉장고에서 30분간 휴지시켜주세요.밀대로 가볍게 밀어준 후 동그란 틀로 찍어내 주세요. 
(tip. 두께는 2cm 정도로 만들어주세요)
(tip. 틀이 없다면 원하는 모양으로 잘라 만드셔도 좋아요)2개씩 겹쳐 이음새를 가볍게 정리한 후 오븐 팬에 담고 스콘 윗면에 남겨둔 달걀 물을 발라주세요.190도로 예열한 오븐에서 10분 180도에서 7~8분 정도 구워주세요.
(tip. 오븐에 따라 굽는 시간 및 온도가 다를 수 있으니 조절하여 만들어주세요)"
비건 바나나 브라우니	"['바나나', '메이플 시럽', '두유', '포도씨 오일', '식초', '통밀가루', '아몬드 가루', '카카오 가루', '베이킹파우더', '다진 초코칩', '카라멜라이징용 황설탕', '바나나 슬라이스 (0.5cm 두께)']"	"볼에 바나나를 넣고 으깬 후 메이플 시럽, 두유, 식초를 차례로 넣고 섞어주세요.포도씨 오일을 조금씩 흘리면서 섞어주세요.가루류를 체 쳐 넣고 다진 초코칩을 넣어 골고루 섞어주세요.오븐 틀에 반죽을 붓고 장식용 바나나 슬라이스를 올린 후 황설탕을 뿌려주세요.180도 10분, 160도 10분간 구운 후 식혀주세요.
(tip. 오븐의 성능에 따라 굽는 시간에 차이가 있을 수 있어요)"
